frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
84,0,0.000,0.98,1,0.71,0.69,1.54,0.00,0.45,2.51,0.00,0.16,1.13,0.00,0.00,0.50,0.00,0.00,0.51,1.33,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
85,0,0.000,0.98,1,0.39,0.35,0.80,0.00,0.25,1.28,0.00,0.16,1.35,0.00,0.00,0.25,0.00,0.00,0.47,0.90,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
86,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.63,0.43,0.05,0.19,0.00,0.00,0.25,0.28,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
87,0,0.000,0.98,1,0.55,0.00,0.47,0.00,0.24,0.12,0.00,0.59,1.34,0.52,0.09,0.19,0.00,0.00,0.64,0.54,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
88,0,0.000,0.93,1,1.17,0.00,0.92,0.00,0.52,0.22,0.00,1.02,1.13,0.70,0.21,0.18,0.00,0.00,1.01,0.65,0.11,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
89,0,0.000,0.93,1,1.78,0.00,1.22,0.00,0.81,0.22,0.00,1.63,0.84,0.41,0.23,0.06,0.00,0.00,1.51,1.08,0.18,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,0,0.000,0.93,1,1.24,0.05,0.95,0.00,0.98,0.94,0.00,1.27,1.01,0.52,0.20,0.26,0.00,0.05,1.27,1.03,0.18,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
91,0,0.000,0.88,1,0.61,0.20,0.79,0.00,1.16,1.45,0.00,1.07,1.14,0.46,0.07,0.45,0.00,0.25,1.01,1.17,0.07,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
92,0,0.000,0.88,1,0.00,0.20,0.66,0.00,1.20,1.96,0.00,0.59,1.28,0.32,0.00,0.52,0.00,0.60,0.62,1.19,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
93,0,0.000,0.93,1,0.00,0.15,0.45,0.00,1.07,1.66,0.00,0.86,1.45,0.21,0.02,0.32,0.00,0.55,1.03,1.18,0.26,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
94,0,0.000,0.98,1,0.00,0.00,0.17,0.00,0.84,1.62,0.00,0.98,1.61,0.16,0.19,0.17,0.00,0.35,1.29,1.04,0.57,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
95,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.80,1.76,0.00,1.15,1.79,0.25,0.28,0.04,0.00,0.00,1.84,1.04,0.80,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
96,0,0.000,0.98,1,0.00,0.00,0.22,0.00,1.21,1.97,0.00,1.16,1.94,0.77,0.26,0.14,0.18,0.00,1.75,1.19,0.54,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
97,0,0.000,0.98,1,0.00,0.00,0.42,0.00,1.68,2.15,0.00,1.18,2.11,1.42,0.08,0.28,0.35,0.00,1.72,1.48,0.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
98,0,0.000,0.98,1,0.00,0.00,0.58,0.00,2.02,2.07,0.00,1.21,2.28,1.84,0.00,0.35,0.51,0.00,1.56,1.51,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
99,0,0.000,0.98,1,0.00,0.00,0.38,0.00,1.61,1.34,0.00,1.07,2.32,1.60,0.00,0.38,0.33,0.00,0.99,1.11,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
100,0,0.000,0.98,1,0.01,0.00,0.18,0.00,1.24,0.57,0.00,1.00,2.47,1.33,0.00,0.23,0.15,0.00,0.50,0.68,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
101,0,0.000,0.98,1,0.03,0.00,0.07,0.00,0.96,0.00,0.00,0.91,2.58,1.32,0.00,0.15,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
102,0,0.000,0.98,1,1.03,0.44,0.24,0.00,0.71,0.00,0.00,1.19,2.21,1.03,0.10,0.18,0.00,0.15,0.45,0.21,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
103,0,0.000,0.88,1,1.87,0.68,0.37,0.00,0.49,0.00,0.00,1.51,1.64,0.70,0.13,0.70,0.00,0.36,0.71,0.90,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,0,0.000,0.93,1,2.65,0.85,0.53,0.00,0.33,0.00,0.00,1.97,1.26,0.56,0.24,1.11,0.00,0.56,1.10,1.43,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,0,0.000,0.93,1,2.41,0.98,0.42,0.06,0.29,0.00,0.16,1.61,0.84,0.47,1.81,2.62,0.00,2.08,1.54,1.40,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
106,0,0.000,0.57,0,1.56,0.74,0.28,0.06,0.19,0.00,0.16,0.99,0.51,0.35,1.79,2.08,0.00,1.87,1.27,0.62,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
107,0,0.000,0.03,0,1.34,1.30,0.09,0.39,0.00,0.00,0.16,0.76,0.04,0.00,3.33,3.33,0.00,3.33,0.89,0.57,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
108,0,0.000,0.57,0,0.56,0.73,0.02,0.33,0.00,0.00,0.00,0.55,0.04,0.00,1.67,1.67,0.00,1.67,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,0,0.000,0.03,0,0.56,0.73,0.13,0.33,0.85,0.80,0.22,0.98,0.81,0.40,1.67,1.67,0.00,1.67,0.26,0.88,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,0,0.000,0.98,1,0.00,0.00,0.20,0.00,1.72,1.57,0.49,0.93,1.57,0.91,0.00,0.00,0.00,0.00,0.50,0.64,0.71,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
111,0,0.000,0.98,1,0.00,0.00,0.53,0.00,2.85,2.28,0.51,1.64,2.66,1.38,0.00,0.07,0.02,0.00,1.55,1.09,0.72,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
112,0,0.000,0.98,1,0.00,0.00,0.92,0.00,3.15,2.23,0.39,1.94,3.01,1.55,0.00,0.07,0.02,0.00,2.30,1.07,0.48,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
113,0,0.000,0.98,1,0.00,0.00,1.54,0.00,3.08,1.90,0.13,2.29,3.30,1.53,0.00,0.28,0.02,0.00,3.14,1.14,0.23,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
114,0,0.000,0.98,1,0.00,0.00,1.21,0.00,2.47,1.19,0.11,1.98,3.08,1.45,0.00,0.21,0.05,0.06,2.09,0.69,0.22,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
115,0,0.000,0.98,1,0.00,0.00,0.72,0.00,1.80,0.48,0.00,1.66,2.87,1.30,0.00,0.21,0.21,0.20,1.07,0.40,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
116,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.45,0.13,0.00,1.24,2.73,1.27,0.00,0.00,0.42,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
117,0,0.000,0.98,1,0.00,0.00,0.41,0.00,1.56,1.06,0.19,1.47,2.48,1.77,0.00,0.43,0.36,0.45,0.95,1.07,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
118,0,0.000,0.98,1,0.00,0.00,0.79,0.00,1.68,2.05,0.30,1.68,2.22,2.28,0.00,0.91,0.20,0.30,1.83,2.20,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
119,0,0.000,0.98,1,0.00,0.00,1.15,0.00,1.80,2.73,0.44,1.81,1.95,2.73,0.01,1.37,0.00,0.00,2.28,2.67,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
120,0,0.000,0.98,1,0.07,0.00,0.84,0.00,2.04,2.11,0.25,1.63,2.27,1.98,0.15,0.95,0.00,0.00,2.11,1.61,0.73,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
121,0,0.000,0.98,1,0.14,0.00,0.53,0.00,2.29,1.32,0.14,1.40,2.52,1.19,0.28,0.51,0.00,0.00,2.05,0.48,1.52,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
122,0,0.000,0.98,1,0.28,0.00,0.29,0.00,2.59,0.85,0.00,1.30,2.76,0.44,0.50,0.09,0.00,0.00,2.38,0.08,2.32,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
123,0,0.000,0.98,1,0.22,0.00,0.51,0.00,2.38,1.35,0.00,1.33,2.52,0.77,0.44,0.86,0.00,0.31,1.60,0.30,1.81,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
124,0,0.000,0.98,1,0.14,0.00,0.70,0.00,2.25,1.90,0.00,1.41,2.30,1.07,0.49,1.66,0.00,0.69,0.79,0.53,1.10,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
125,0,0.000,0.98,1,0.00,0.00,0.86,0.00,2.14,2.51,0.00,1.43,2.11,1.45,0.37,2.49,0.00,1.03,0.00,0.71,0.47,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
126,0,0.000,0.98,1,0.48,0.03,0.54,0.00,1.75,2.22,0.00,1.43,2.12,1.42,0.28,2.02,0.00,0.72,0.36,0.67,0.27,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
127,0,0.000,0.98,1,1.02,0.03,0.28,0.00,1.29,2.35,0.00,1.42,2.09,1.41,0.20,1.54,0.00,0.34,0.74,0.72,0.19,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
128,0,0.000,0.98,1,1.63,0.22,0.00,0.00,0.86,2.19,0.00,1.48,2.13,1.54,0.15,0.94,0.00,0.00,1.11,0.75,0.01,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
129,0,0.000,0.98,1,1.14,0.19,0.00,0.00,1.53,2.25,0.59,2.10,2.36,1.69,0.15,0.66,0.00,0.00,1.04,0.56,0.37,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
130,0,0.000,0.98,1,0.61,0.19,0.00,0.00,2.25,2.14,1.30,2.73,2.57,1.88,0.06,0.31,0.00,0.00,0.92,0.29,0.81,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
131,0,0.000,0.98,1,0.00,0.00,0.01,0.00,2.92,1.52,1.89,3.19,2.84,1.72,0.05,0.27,0.00,0.00,0.94,0.00,1.24,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
132,0,0.000,0.98,1,0.00,0.00,0.01,0.00,2.04,0.93,1.44,2.25,2.13,1.46,0.17,0.59,0.13,0.00,0.65,0.04,1.13,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
133,0,0.000,0.98,1,0.01,0.03,0.01,0.01,1.19,0.11,0.73,1.43,1.74,0.98,0.17,0.96,0.13,0.00,0.39,0.04,0.80,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
134,0,0.000,0.98,1,0.01,0.03,0.00,0.01,0.20,0.00,0.15,0.69,0.90,0.66,0.12,0.89,0.13,0.00,0.00,0.46,0.36,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
135,0,0.000,0.98,1,0.01,0.03,0.00,0.08,0.76,0.34,0.01,1.07,1.33,0.84,0.00,0.54,0.09,0.00,0.61,1.26,0.11,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
136,0,0.000,0.98,1,0.00,0.00,0.00,0.27,1.07,0.49,0.01,1.52,1.51,1.28,0.00,0.88,0.28,0.12,0.61,1.54,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
137,0,0.000,0.88,1,0.00,0.00,0.00,0.27,1.68,1.03,0.00,1.78,2.00,1.63,0.00,0.71,0.31,0.12,1.30,1.81,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
138,0,0.000,0.98,1,0.00,0.00,0.02,0.21,1.83,1.29,0.00,1.84,2.12,1.82,0.00,0.79,0.29,0.12,1.36,1.71,0.07,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
139,0,0.000,0.98,1,0.14,0.11,0.02,0.38,1.95,1.29,0.00,1.68,2.03,1.85,0.00,0.08,0.18,0.00,2.17,2.40,0.07,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
140,0,0.000,0.93,1,0.21,0.11,0.07,0.38,2.09,1.52,0.00,1.75,2.18,1.97,0.00,0.08,0.14,0.00,2.02,2.42,0.35,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
141,0,0.000,0.93,1,0.26,0.19,0.05,0.38,1.87,1.31,0.00,1.36,2.21,1.27,0.24,0.65,0.08,0.00,2.03,2.59,0.29,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
142,0,0.000,0.98,1,0.13,0.28,0.05,0.04,1.89,1.76,0.05,1.16,2.39,1.02,0.28,0.65,0.00,0.00,1.53,2.37,0.29,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
143,0,0.000,0.98,1,0.22,0.60,0.00,0.08,1.69,1.55,0.10,0.95,2.20,0.50,0.28,0.65,0.00,0.00,1.55,2.41,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
144,0,0.000,0.98,1,0.17,0.51,0.00,0.09,1.46,1.72,0.10,0.74,1.79,0.74,0.04,0.04,0.00,0.00,1.20,2.35,0.18,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
145,0,0.000,0.98,1,0.16,0.38,0.00,0.05,1.19,1.57,0.05,0.39,1.57,0.53,0.02,0.04,0.05,0.00,1.25,2.30,0.22,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
146,0,0.000,0.98,1,0.00,0.06,0.00,0.01,0.87,1.65,0.00,0.02,1.32,0.59,0.02,0.04,0.05,0.00,0.95,2.55,0.55,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
147,0,0.000,0.98,1,0.00,0.09,0.05,0.23,1.00,1.08,0.07,0.55,1.62,0.42,0.02,0.63,0.05,0.00,0.73,1.71,0.38,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
148,0,0.000,0.98,1,0.00,0.03,0.15,0.39,1.17,0.64,0.13,1.09,1.79,0.31,0.00,1.27,0.00,0.00,0.40,1.00,0.33,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
149,0,0.000,0.98,1,0.00,0.05,0.26,0.51,1.49,0.10,0.19,1.55,2.24,0.26,0.00,1.62,0.00,0.00,0.27,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
150,0,0.000,0.93,1,0.00,0.02,0.22,0.28,1.63,0.47,0.40,1.47,2.29,0.53,0.00,1.19,0.00,0.00,0.44,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
151,0,0.000,0.98,1,0.00,0.02,0.11,0.12,1.75,0.83,0.63,1.33,2.35,0.82,0.00,0.78,0.00,0.00,0.63,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
152,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.83,1.11,0.84,1.34,2.29,1.06,0.00,0.64,0.00,0.00,0.74,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
153,0,0.000,0.98,1,0.28,0.48,0.00,0.04,1.60,1.05,0.61,1.39,2.16,0.90,0.00,0.61,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,0,0.000,0.93,1,0.63,0.85,0.00,0.09,1.36,1.03,0.35,1.47,2.05,0.69,0.00,0.55,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,0,0.000,0.93,1,0.63,0.85,0.07,0.09,1.13,1.29,0.27,1.47,1.73,0.31,0.00,0.33,0.00,0.00,1.18,0.28,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
156,0,0.000,0.93,1,0.36,0.37,0.07,0.04,1.31,1.37,0.22,1.22,1.95,0.45,0.00,0.43,0.00,0.04,0.89,0.77,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
157,0,0.000,0.93,1,0.00,0.00,0.07,0.00,1.40,1.20,0.19,0.90,2.12,0.67,0.00,0.55,0.00,0.04,0.52,1.28,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
158,0,0.000,0.93,1,0.00,0.00,0.01,0.00,1.47,0.74,0.00,0.69,2.48,0.98,0.00,0.80,0.00,0.09,0.00,1.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
159,0,0.000,0.93,1,0.00,0.00,0.00,0.18,1.52,0.36,0.00,0.53,1.99,0.65,0.25,1.07,0.61,0.73,0.00,1.62,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
160,0,0.000,0.98,1,0.07,0.00,0.00,0.57,1.58,0.19,0.00,0.37,1.49,0.30,0.64,1.39,1.26,1.46,0.00,1.88,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
161,0,0.000,0.98,1,0.66,0.48,0.08,0.57,1.10,0.00,0.00,0.11,0.69,0.48,0.64,1.94,1.26,1.61,0.00,1.83,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
162,0,0.000,0.88,1,0.66,0.48,0.08,0.39,0.80,0.00,0.00,0.37,0.71,0.74,0.45,1.72,0.97,0.92,0.00,1.20,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
163,0,0.000,0.98,1,0.63,0.48,0.08,0.00,0.72,0.03,0.00,0.65,0.91,1.03,0.06,1.55,0.48,0.20,0.00,0.44,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
164,0,0.000,0.98,1,0.05,0.00,0.00,0.00,1.12,0.03,0.00,1.07,1.50,1.01,0.16,1.11,0.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
165,0,0.000,0.98,1,0.35,0.08,0.00,0.11,0.85,0.50,0.00,0.72,1.13,0.76,0.10,1.14,0.27,0.00,0.00,0.70,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
166,0,0.000,0.98,1,0.51,0.31,0.00,0.15,0.41,0.72,0.00,0.43,0.58,0.47,0.09,1.09,0.11,0.14,0.00,1.43,0.08,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
167,0,0.000,0.98,1,0.66,0.55,0.00,0.28,0.00,0.84,0.00,0.00,0.00,0.00,0.00,1.07,0.03,0.40,0.00,2.15,0.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
168,0,0.000,0.98,1,0.71,0.47,0.64,0.18,0.00,0.37,0.00,0.68,0.34,0.81,0.46,1.69,0.03,1.00,0.00,1.91,0.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
169,0,0.000,0.98,1,0.95,0.24,1.28,0.13,0.00,0.13,0.00,1.38,0.70,1.54,1.01,2.42,0.03,1.53,0.00,1.64,0.04,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
170,0,0.000,0.98,1,1.11,0.00,1.77,0.00,0.00,0.00,0.00,2.04,1.06,2.21,1.45,3.11,0.00,1.79,0.00,1.24,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
171,0,0.000,0.98,1,1.94,0.56,1.13,0.40,0.00,0.10,0.00,1.66,1.14,1.40,0.99,2.38,0.00,1.19,0.74,1.62,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
172,0,0.000,0.98,1,2.63,1.13,0.49,0.95,0.00,0.39,0.00,1.22,1.20,0.74,0.44,1.49,0.04,0.52,1.32,1.81,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
