frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
84,0,0.000,0.98,1,0.44,0.63,0.05,0.00,1.60,0.06,0.53,0.95,2.24,1.73,0.18,0.43,0.00,0.00,0.33,0.08,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00
85,0,0.000,0.93,1,0.91,1.27,0.15,0.00,1.20,0.00,0.22,0.70,2.12,1.97,0.16,0.39,0.00,0.00,0.20,0.03,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
86,0,0.000,0.98,1,1.53,1.95,0.29,0.00,0.96,0.14,0.04,0.36,1.95,2.45,0.28,0.35,0.00,0.00,0.00,0.00,0.38,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
87,0,0.000,0.98,1,1.10,1.32,0.24,0.00,1.01,0.39,0.04,0.63,2.33,1.73,0.15,0.32,0.00,0.00,0.33,0.00,0.38,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
88,0,0.000,0.93,1,0.63,0.68,0.14,0.00,1.11,0.54,0.04,0.91,2.66,1.30,0.23,0.15,0.00,0.00,0.58,0.00,0.38,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.12,0.65,0.00,1.31,3.08,0.79,0.11,0.02,0.00,0.00,0.90,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,0,0.000,0.98,1,0.00,0.00,0.92,0.00,1.88,1.00,0.79,1.29,2.34,1.71,0.54,0.29,0.46,0.00,0.79,0.00,0.02,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,0,0.000,0.93,1,0.00,0.00,1.66,0.00,2.58,1.54,1.56,1.24,1.61,2.35,0.91,0.65,1.02,0.00,0.59,0.00,0.08,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
92,0,0.000,0.93,1,0.00,0.00,2.56,0.00,3.33,1.99,2.29,1.26,0.90,2.89,1.55,0.94,1.48,0.00,0.48,0.00,0.14,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
93,0,0.000,0.93,1,0.21,0.03,1.73,0.00,2.21,1.45,1.50,1.11,1.02,2.52,1.10,1.59,1.03,0.05,0.26,0.33,0.42,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
94,0,0.000,0.98,1,0.42,0.05,0.99,0.00,1.14,0.76,0.73,0.97,1.17,2.11,0.64,2.15,0.46,0.11,0.21,0.67,0.54,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
95,0,0.000,0.98,1,0.63,0.08,0.08,0.00,0.00,0.17,0.00,0.82,1.21,1.67,0.00,2.75,0.00,0.11,0.00,0.95,0.81,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
96,0,0.000,0.98,1,0.46,0.05,0.00,0.00,0.37,0.87,0.00,0.70,1.15,1.29,0.16,2.31,0.00,0.06,0.37,0.89,0.51,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
97,0,0.000,0.93,1,0.25,0.03,0.00,0.00,0.69,1.65,0.00,0.57,1.15,0.95,0.35,1.68,0.00,0.00,0.75,0.55,0.33,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
98,0,0.000,0.98,1,0.04,0.00,0.03,0.00,1.06,2.28,0.00,0.57,1.22,0.55,0.69,0.94,0.00,0.05,1.08,0.27,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
99,0,0.000,0.98,1,0.00,0.00,0.03,0.00,0.93,1.53,0.03,0.48,1.27,0.37,0.53,0.44,0.10,0.05,0.92,0.88,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,0,0.000,0.93,1,0.00,0.00,0.03,0.00,0.89,0.83,0.08,0.35,1.28,0.17,0.34,0.14,0.21,0.05,0.69,1.66,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,0,0.000,0.93,1,0.00,0.00,0.00,0.00,0.77,0.24,0.15,0.15,1.17,0.10,0.00,0.00,0.23,0.00,0.39,2.47,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,0,0.000,0.93,1,0.00,0.00,0.00,0.00,0.64,0.23,0.21,0.70,1.34,0.10,0.44,0.61,0.16,0.20,0.18,2.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,0,0.000,0.82,1,0.00,0.00,0.00,0.00,0.51,0.14,0.26,1.36,1.43,0.06,0.87,1.26,0.05,0.34,0.26,1.66,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
104,0,0.000,0.98,1,0.00,0.00,0.00,0.08,0.62,0.00,0.40,1.65,1.70,0.01,1.32,2.05,0.19,0.83,0.22,1.09,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
105,0,0.000,0.82,1,0.00,0.00,0.00,0.08,0.52,0.00,0.31,1.34,1.59,0.01,0.87,2.05,0.17,0.75,0.22,0.77,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
106,0,0.000,0.93,1,0.00,0.00,0.00,0.08,0.45,0.00,0.21,0.98,1.59,0.00,0.44,2.08,0.17,0.67,0.00,0.39,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
107,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.98,1.48,0.00,0.00,1.91,0.11,0.17,0.00,0.26,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
108,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.28,0.14,0.05,1.02,1.53,0.12,0.00,1.80,0.11,0.05,0.00,0.34,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
109,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.41,0.38,0.10,1.07,1.52,0.18,0.08,1.57,0.11,0.01,0.00,0.51,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
110,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.61,0.60,0.13,1.09,1.55,0.25,0.08,1.50,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
111,0,0.000,0.98,1,0.47,0.00,0.00,0.27,0.46,0.73,0.08,1.34,1.14,0.56,0.10,1.46,0.00,0.12,0.00,0.57,0.01,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
112,0,0.000,0.93,1,0.74,0.00,0.00,0.34,0.26,0.72,0.03,1.43,0.73,0.89,0.10,1.61,0.00,0.35,0.00,0.37,0.01,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
113,0,0.000,0.98,1,1.06,0.00,0.00,0.34,0.00,0.86,0.00,1.58,0.40,1.01,0.21,1.54,0.00,0.62,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
114,0,0.000,0.93,1,0.59,0.00,0.00,0.06,0.00,1.08,0.00,1.25,0.61,0.72,0.23,1.76,0.08,0.88,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
115,0,0.000,0.98,1,0.32,0.00,0.00,0.00,0.02,1.35,0.00,1.14,0.83,0.49,0.16,1.72,0.23,1.07,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
116,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.04,1.34,0.00,0.95,0.95,0.48,0.05,1.90,0.39,1.24,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
117,0,0.000,0.98,1,0.00,0.00,0.00,0.36,0.10,1.24,0.09,0.70,0.86,0.34,0.00,1.43,0.30,0.94,0.00,0.80,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
118,0,0.000,0.93,1,0.00,0.00,0.00,0.73,0.15,1.24,0.15,0.34,0.80,0.20,0.00,1.12,0.15,0.56,0.00,0.80,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
119,0,0.000,0.93,1,0.00,0.00,0.00,1.12,0.21,1.30,0.20,0.00,0.74,0.01,0.00,0.73,0.00,0.16,0.00,0.79,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
120,0,0.000,0.93,1,0.00,0.00,0.00,0.77,0.15,1.32,0.11,0.20,0.70,0.23,0.11,1.10,0.10,0.09,0.13,1.39,0.57,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
121,0,0.000,0.88,1,0.00,0.00,0.02,0.40,0.11,1.22,0.05,0.34,0.60,0.35,0.20,1.31,0.16,0.04,0.21,2.02,1.22,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
122,0,0.000,0.88,1,0.02,0.00,0.08,0.00,0.02,1.23,0.00,0.44,0.49,0.57,0.42,1.53,0.28,0.00,0.32,2.66,1.77,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
123,0,0.000,0.88,1,0.07,0.00,0.08,0.00,0.57,1.43,0.01,0.47,1.05,0.89,0.31,1.37,0.18,0.00,0.78,2.04,1.32,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
124,0,0.000,0.98,1,0.07,0.00,0.91,0.00,0.62,1.04,0.08,0.35,1.15,1.12,0.67,2.06,0.41,0.50,0.69,1.16,0.66,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
125,0,0.000,0.98,1,0.15,0.00,0.85,0.00,1.12,1.46,0.11,0.46,1.58,1.29,0.45,2.04,0.29,0.50,1.03,0.54,0.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
126,0,0.000,0.98,1,0.10,0.00,0.95,0.00,1.39,1.43,0.18,1.07,1.54,1.29,0.62,2.31,0.65,0.50,1.26,0.53,0.08,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
127,0,0.000,0.98,1,0.10,0.00,0.10,0.00,2.11,1.88,0.12,1.84,2.02,1.56,0.47,1.91,0.62,0.00,1.85,0.58,0.08,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
128,0,0.000,0.98,1,0.00,0.00,0.18,0.00,2.49,1.65,0.10,2.46,2.15,1.69,0.63,2.04,0.97,0.00,2.17,0.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
129,0,0.000,0.98,1,0.00,0.00,0.09,0.00,1.83,1.37,0.02,2.05,2.52,1.82,0.46,1.42,0.62,0.00,1.37,0.47,0.53,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
130,0,0.000,0.98,1,0.00,0.00,0.09,0.00,1.27,0.92,0.01,1.76,2.89,1.74,0.17,0.66,0.35,0.00,0.88,0.42,0.53,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
131,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.74,0.40,0.00,1.55,3.28,2.02,0.00,0.13,0.00,0.00,0.16,0.06,0.97,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
132,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.95,0.14,0.00,1.35,3.29,1.79,0.28,0.51,0.00,0.21,0.15,0.01,1.67,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
133,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.13,0.33,0.00,1.12,3.26,1.65,0.41,0.86,0.00,0.44,0.04,0.01,2.96,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
134,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.21,0.24,0.00,0.85,3.07,1.26,0.72,1.15,0.00,0.57,0.00,0.00,3.53,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
135,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.41,0.65,0.07,1.16,2.72,1.80,0.85,1.34,0.18,0.36,0.00,0.00,2.31,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
136,0,0.000,0.98,1,0.00,0.00,0.05,0.00,1.58,0.93,0.07,1.54,2.18,1.87,1.54,1.66,0.76,0.13,0.28,0.19,1.01,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00
137,0,0.000,0.98,1,0.00,0.00,0.19,0.00,1.58,1.26,0.24,1.33,1.60,1.55,1.68,1.87,0.82,0.05,0.28,0.19,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
138,0,0.000,0.88,1,0.77,0.79,1.25,0.00,1.02,1.84,0.16,1.11,1.31,0.80,1.26,1.60,0.63,0.05,0.46,0.31,0.11,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
139,0,0.000,0.93,1,1.05,1.05,1.94,0.00,0.64,2.60,0.16,0.46,1.04,0.31,0.50,1.20,0.05,0.05,0.39,0.59,0.11,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
140,0,0.000,0.98,1,1.39,1.31,2.60,0.00,0.47,3.55,0.00,0.41,1.00,0.23,0.12,0.88,0.00,0.00,0.64,1.14,0.11,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
141,0,0.000,0.98,1,0.61,0.52,1.54,0.00,0.45,2.51,0.00,0.16,1.13,0.00,0.13,0.50,0.00,0.00,0.56,1.09,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,0,0.000,0.98,1,0.34,0.26,0.80,0.00,0.25,1.28,0.00,0.16,1.35,0.00,0.13,0.25,0.00,0.00,0.53,0.66,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
143,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.63,0.43,0.18,0.19,0.00,0.00,0.29,0.12,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
144,0,0.000,0.98,1,0.50,0.00,0.47,0.00,0.24,0.12,0.00,0.59,1.34,0.52,0.27,0.19,0.00,0.00,0.68,0.37,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
145,0,0.000,0.93,1,1.07,0.00,0.92,0.00,0.52,0.22,0.00,1.02,1.13,0.70,0.39,0.18,0.00,0.00,1.04,0.49,0.07,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,0,0.000,0.93,1,1.63,0.00,1.22,0.00,0.81,0.22,0.00,1.63,0.84,0.41,0.41,0.06,0.00,0.00,1.56,0.84,0.10,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,0,0.000,0.93,1,1.14,0.00,0.95,0.00,0.98,0.94,0.00,1.27,1.01,0.52,0.31,0.26,0.00,0.04,1.33,0.79,0.10,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,0,0.000,0.88,1,0.56,0.06,0.79,0.00,1.16,1.45,0.00,1.07,1.14,0.46,0.13,0.45,0.00,0.22,1.06,0.93,0.03,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,0,0.000,0.88,1,0.00,0.06,0.66,0.07,1.20,1.96,0.00,0.59,1.28,0.32,0.00,0.52,0.00,0.55,0.67,0.95,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,0,0.000,0.93,1,0.36,0.14,0.45,0.07,1.35,1.57,0.00,0.73,1.38,0.56,0.03,0.60,0.00,0.54,0.57,1.18,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
151,0,0.000,0.98,1,0.88,0.21,0.17,0.07,1.44,1.30,0.00,0.87,1.47,0.88,0.06,0.67,0.00,0.40,0.35,1.25,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
152,0,0.000,0.98,1,1.40,0.34,0.00,0.00,1.65,1.23,0.00,0.97,1.57,1.37,0.16,0.86,0.04,0.11,0.31,1.32,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,0,0.000,0.98,1,1.23,0.26,0.00,0.00,1.41,1.30,0.00,0.75,1.89,1.13,0.13,0.58,0.04,0.09,0.66,1.08,0.01,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,0,0.000,0.98,1,0.97,0.13,0.00,0.00,1.13,1.59,0.00,0.46,2.28,0.93,0.10,0.34,0.04,0.05,0.93,0.83,0.11,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
155,0,0.000,0.98,1,0.72,0.00,0.00,0.00,0.88,1.84,0.00,0.16,2.64,0.68,0.00,0.01,0.00,0.00,1.25,0.51,0.20,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
156,0,0.000,0.98,1,0.53,0.00,0.08,0.00,1.51,2.28,0.00,0.39,2.70,1.08,0.00,0.01,0.00,0.00,1.14,0.41,0.47,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
157,0,0.000,0.98,1,0.27,0.00,0.19,0.00,2.26,2.70,0.00,0.62,2.81,1.46,0.00,0.00,0.00,0.00,1.20,0.42,0.74,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
158,0,0.000,0.98,1,0.00,0.00,0.39,0.00,3.00,2.93,0.00,0.89,2.90,1.96,0.00,0.00,0.00,0.00,1.04,0.44,0.90,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
159,0,0.000,0.98,1,0.00,0.00,0.31,0.00,2.50,2.53,0.00,0.94,2.87,1.57,0.05,0.06,0.00,0.00,0.99,0.37,0.86,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
160,0,0.000,0.98,1,0.00,0.00,0.19,0.00,2.02,2.17,0.00,1.07,2.82,1.37,0.05,0.08,0.00,0.00,1.00,0.33,0.83,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
161,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.57,2.01,0.00,1.26,2.80,1.05,0.05,0.12,0.00,0.00,1.14,0.24,0.89,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
162,0,0.000,0.98,1,0.08,0.00,0.10,0.00,1.11,2.02,0.00,0.91,1.92,0.83,0.03,0.30,0.00,0.00,0.79,0.69,1.01,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
163,0,0.000,0.93,1,0.96,0.21,0.22,0.00,0.63,1.41,0.00,0.73,1.24,0.64,0.03,0.39,0.00,0.00,0.39,0.97,0.81,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
164,0,0.000,0.88,1,1.90,0.39,0.42,0.00,0.07,0.88,0.00,0.53,0.58,0.40,0.08,0.48,0.00,0.00,0.00,1.30,0.62,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
165,0,0.000,0.93,1,1.82,0.39,0.32,0.00,0.68,0.92,0.23,1.06,1.45,0.46,0.05,0.23,0.00,0.00,0.43,0.97,0.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
166,0,0.000,0.98,1,0.94,0.18,0.20,0.00,1.29,1.43,0.42,1.42,2.12,0.36,0.05,0.13,0.00,0.00,0.97,0.97,0.21,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
167,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.89,1.74,0.64,1.76,2.74,0.39,0.00,0.00,0.00,0.00,1.36,0.82,0.10,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
168,0,0.000,0.98,1,0.14,0.00,0.00,0.00,1.55,1.57,0.41,2.05,2.83,0.69,0.06,0.44,0.03,0.00,1.32,1.09,0.21,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
169,0,0.000,0.93,1,0.28,0.00,0.00,0.00,1.05,1.42,0.22,2.33,2.71,0.90,0.07,0.71,0.03,0.00,1.02,0.72,0.15,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
170,0,0.000,0.98,1,0.44,0.00,0.07,0.00,0.77,1.47,0.05,2.47,2.66,1.15,0.07,1.24,0.20,0.00,0.86,0.92,0.15,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
171,0,0.000,0.88,1,0.30,0.00,0.07,0.00,1.07,1.94,0.05,1.89,2.67,0.99,0.01,1.45,0.17,0.00,0.85,1.03,0.64,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
172,0,0.000,0.93,1,0.37,0.00,0.07,0.00,1.61,2.24,0.05,1.36,2.82,0.98,0.00,1.56,0.36,0.00,0.89,1.37,1.11,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
